instance,p,n,configLB,configNodeSel,configOB,configValSplit,solved,YN,cpuTotal,nbLpSolved,cpuInitialization,cpuCplex,cpuUpdatePolyhedron,nbNodes,minDepth,maxDepth,avgDepth,nbFathomedInfeas,nbFathomedOptimality,nbFathomedDominance,cpuDominanceTest,cpuUbUpdate,cpuLbComputation,cpuComputeOb,cpuVarSel,cpuNodeSel,cpuLbCopy
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_1.txt,4,20,WLP,breadth,noOB,mofvRevisited2,1,207,1.92983,10885,0.0011105,1.3779,0.279648,2997,3,19,15.7045,918,547,34,0.0167467,0.0033296,1.77595,0.0004008,0.0856477,0.0004884,0.0790662
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_10.txt,4,20,WLP,breadth,noOB,mofvRevisited2,1,175,1.86278,10628,0.0018831,1.34568,0.230781,3287,4,19,15.4471,1090,500,54,0.0191778,0.0034277,1.70645,0.0004443,0.0844233,0.0005376,0.0774941
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_2.txt,4,20,WLP,breadth,noOB,mofvRevisited2,1,167,1.68213,9464,0.0008327,1.21053,0.230654,2701,3,19,15.4907,853,425,73,0.0153747,0.0027292,1.54782,0.0003628,0.0732042,0.0004537,0.0672535
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_3.txt,4,20,WLP,breadth,noOB,mofvRevisited2,1,155,1.88915,10634,0.0013047,1.34844,0.287287,2731,3,19,15.4173,843,470,53,0.0141651,0.0028429,1.74573,0.00035,0.0820841,0.0004719,0.0759856
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_4.txt,4,20,WLP,breadth,noOB,mofvRevisited2,1,170,1.83593,10468,0.0007881,1.31206,0.25412,3075,2,19,15.487,1005,467,66,0.0169116,0.0029137,1.68657,0.0004139,0.0837669,0.0004819,0.0769978
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_5.txt,4,20,WLP,breadth,noOB,mofvRevisited2,1,186,1.86663,10577,0.0007906,1.32518,0.274124,3143,3,19,15.9059,994,556,22,0.0184168,0.0032877,1.7209,0.0004237,0.0803811,0.000508,0.0735357
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_6.txt,4,20,WLP,breadth,noOB,mofvRevisited2,1,206,1.87551,10397,0.0025652,1.34069,0.272414,2793,2,19,16.0229,821,544,32,0.016772,0.0035058,1.72633,0.0003877,0.0837119,0.0004676,0.0774428
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_7.txt,4,20,WLP,breadth,noOB,mofvRevisited2,1,175,1.86312,10667,0.0010576,1.3385,0.249741,3073,3,19,15.5459,977,518,42,0.0174343,0.0032305,1.70935,0.0004029,0.0852731,0.0004901,0.0785699
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_8.txt,4,20,WLP,breadth,noOB,mofvRevisited2,1,192,1.95283,11164,0.0019828,1.38792,0.268234,3459,3,19,15.5555,1164,540,26,0.022586,0.0032999,1.79273,0.0004684,0.0853287,0.0005549,0.0781347
Forget21-UFLP_4_4_1-1000_1-100_spheredown_1_9.txt,4,20,WLP,breadth,noOB,mofvRevisited2,1,208,1.93268,11037,0.001409,1.381,0.259946,3373,3,19,15.4428,1130,500,57,0.0196431,0.0033184,1.77275,0.0004643,0.0876871,0.0005229,0.0804102
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_1.txt,5,20,WLP,breadth,noOB,mofvRevisited2,1,244,6.88548,16685,0.0037751,2.52201,3.91499,3267,3,19,15.7142,1071,557,6,0.0620305,0.0045815,6.58734,0.0005206,0.152498,0.0006618,0.145014
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_10.txt,5,20,WLP,breadth,noOB,mofvRevisited2,1,240,7.42461,17125,0.0049229,2.59041,4.36988,3407,4,19,15.9542,1086,616,2,0.0497751,0.0048573,7.11779,0.0005348,0.169117,0.0006879,0.161134
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_2.txt,5,20,WLP,breadth,noOB,mofvRevisited2,1,201,5.93677,15670,0.0009717,2.34918,3.16265,3197,3,19,15.242,1082,476,41,0.0515791,0.0035793,5.65435,0.0005182,0.14865,0.000648,0.14136
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_3.txt,5,20,WLP,breadth,noOB,mofvRevisited2,1,215,5.8396,16029,0.0009599,2.34376,3.07005,3559,3,19,15.5871,1209,551,20,0.0514649,0.0039923,5.56653,0.0005519,0.143068,0.000693,0.135188
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_4.txt,5,20,WLP,breadth,noOB,mofvRevisited2,1,238,7.57769,16897,0.0009712,2.55799,4.59114,3163,3,19,15.9526,989,582,11,0.0501068,0.0044135,7.29097,0.0005012,0.1537,0.0006331,0.146338
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_5.txt,5,20,WLP,breadth,noOB,mofvRevisited2,1,218,6.28385,16484,0.0010239,2.46253,3.37221,3379,3,19,15.5385,1138,533,19,0.0637399,0.0038804,5.98452,0.0005451,0.1527,0.0006535,0.144878
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_6.txt,5,20,WLP,breadth,noOB,mofvRevisited2,1,212,6.46246,16500,0.0010131,2.48448,3.5562,2861,3,19,15.7128,882,515,34,0.0521264,0.0037128,6.17229,0.0004569,0.15645,0.0006068,0.149445
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_7.txt,5,20,WLP,breadth,noOB,mofvRevisited2,1,225,6.56902,16992,0.0009578,2.39517,3.73211,3175,3,19,15.7229,1027,536,25,0.0595141,0.0041136,6.26946,0.0005232,0.154787,0.000624,0.14741
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_8.txt,5,20,WLP,breadth,noOB,mofvRevisited2,1,207,5.39779,15378,0.0023667,2.29031,2.6909,3093,4,19,15.3297,1016,490,41,0.0645655,0.0036922,5.11757,0.0005183,0.139255,0.0006105,0.132281
Forget21-UFLP_4_5_1-1000_1-100_spheredown_1_9.txt,5,20,WLP,breadth,noOB,mofvRevisited2,1,236,7.1655,16587,0.0009913,2.50729,4.21879,3305,4,19,15.8784,1072,572,9,0.0530526,0.0043612,6.87227,0.0005315,0.15731,0.0006642,0.1497
